,text,date_published
104,mark literally everywhere,2021-01-20
106,count many times mark appeared sun moon,2021-01-20
108,way jungwoo fell lmfaooaoaoa,2021-01-19
109,sun moon s2,2021-01-19
110,winwin lovers,2021-01-18
115,haechan write whole telenovela lol,2021-01-16
116,yuwin luwoo markhyuck one frame ㅋㅋㅋㅋ,2021-01-16
118,way taeil said sun moon intro reminds simon dominic reason,2021-01-15
119,sweat watching lying ep intense,2021-01-15
120,wait yuta name became jung yuta instead na yuta coz naka jung thought,2021-01-15
121,look mark 2 09 2 25 2 31,2021-01-14
123,5 46 winwin say whole interaction oof,2021-01-13
124,2 09 2 26 3 49 way mark looks yuta,2021-01-12
126,rest nct episode honestly cause know everyone winwin biased,2021-01-11
127,jungwoo fell backwards careful man hello lover club winwin lol thought members love winwin 4 huh,2021-01-11
129,4 42 ok gemini thing well,2021-01-10
131,ok wanna appreciate jungwoo winwin cuddling seat everyone spent least time working together,2021-01-10
134,love winwin,2021-01-10
135,need sun moon c,2021-01-09
136,taeil yuta roommates taeil stillllll pulling yuta honestly feel yuta sexy behaves strange attractive like idgaf actually overdoing,2021-01-09
138,way mark look yuta waiting yuta enter yumark pa rin mga hangal hahahahahaha,2021-01-09
139,0 57 save jungwoo pls,2021-01-08
140,0 57 haechan laugh medicine,2021-01-08
143,well everybody obsessed winwin cant blame,2021-01-07
145,jungwoo know know lucas,2021-01-07
146,also jungwoo become one winwin lovers think another love triangle mark lucas,2021-01-06
147,green love,2021-01-06
148,first time nct see winwin debuted wayv first time wayv members especially xiaojun hendery yangyang part nct promotion sk,2021-01-06
149,everyone saying yuwin yumark like drama mark actually also huuuuge simp winwin lol,2021-01-04
150,fo think winwin looks like v,2021-01-04
151,someone grab ten pls,2021-01-04
152,winwin deserved love,2021-01-03
153,winwin still nct,2021-01-02
154,ok everyone agree way haechan explained yutas relationship winwin mark perfect yumark stans present,2021-01-02
156,2 55 guess haechan already moved guys joke,2020-12-31
157,watching episode winwin mark interested hyuck stares,2020-12-30
159,unpopular opinion heachan trying ruin yuwin relationship winwin,2020-12-30
160,sm let go back 127 seriously miss,2020-12-30
161,3 28 yeah bro winwin asking deserve live like think,2020-12-29
162,2 47 right haechan gets,2020-12-29
163,haechan hear sweet sm pretend hear give winwin less line,2020-12-29
164,whole situation hilarious love hahaahha,2020-12-29
166,0 56 love haechan laugh sounds sooo natural,2020-12-29
170,0 15 help breathe,2020-12-28
173,taeil haechan saying yuta forgot winwin close mark plot twist want chance winwin,2020-12-27
174,0 56 laughed hard uri jungwooo soo cutee,2020-12-27
175,look quick winwin leave tell,2020-12-27
176,video yuwin shipper,2020-12-27
178,wait someone cut part haechan said saranghandago yall really need thissss said really well cry dont know,2020-12-27
179,watch guys accurate drama yuwin yumark markhyuck found cried https youtube com watch v 248bowifbji,2020-12-27
180,bwahhahahah,2020-12-27
182,jaehyun quite cry,2020-12-26
186,xiaojun kun content,2020-12-24
187,winwin love much,2020-12-24
189,yes please yuta mark yumark,2020-12-24
190,think one else us could sm really said fuck give geminis talk show,2020-12-23
191,0 56 get enough hyuck laugh,2020-12-22
192,amount love winwin gets amount lines gets,2020-12-22
193,way everyone whipped winwin whole video dedicated love,2020-12-22
194,winwin handsome,2020-12-22
195,yunqis vip,2020-12-22
198,one jungwoo want sit sofa laughing hard cry,2020-12-21
199,mark sweet guy,2020-12-21
200,0 40 mark capturing haechan picture,2020-12-21
201,jungwoo called winwin hyung realized winwin older jungwoo actually already know suddenly forget moment,2020-12-20
204,lucas tallest looks smol squished middle couch thingy,2020-12-20
208,amamos winwin,2020-12-19
210,anticipating show season 2 want live,2020-12-18
211,jungwoo funny time hahahahahahah,2020-12-17
212,live lee donghyuck laugh,2020-12-17
213,winwin perform 127 due perforn wayv nct china team scene 2018 simon says nct 127 members nct dream want see winwin scene chinese prince sm rookies,2020-12-17
214,nct 127 lucas,2020-12-17
216,haechan cutest person ever also nice voice haechan even nct whole appreciates promotes winwin better sm,2020-12-16
217,okay think ten hahaha,2020-12-16
221,winwin voice sometimes sounds like taehyung bts voice,2020-12-14
222,wanna join please let ini haechan,2020-12-14
227,need sun moon,2020-12-14
229,basically winwin lovers club,2020-12-13
231,yuwin reunion luwoo reunion dispatch plan xd,2020-12-13
232,group name winwin lovers show heechan trying set yuta wiwnin back together,2020-12-12
233,seriously want yuta winiwn backkk,2020-12-12
235,istg group bahahhaha poor win win,2020-12-12
237,missed winwin 127,2020-12-11
238,winwin deserves nct members fan club,2020-12-11
240,winwin cute adorable pure innocent baby,2020-12-11
241,mark consistent guest,2020-12-11
242,everyone waited 2 years,2020-12-10
243,mark went sunandmoon mc,2020-12-10
244,winwin grown talks alot,2020-12-10
245,2 32 taeil us,2020-12-10
249,hahahaha haechan also likes winwin cute way mark real love ㅋㅋㅋㅋㅋ,2020-12-09
252,sun moon winwin 6 fanboys,2020-12-08
256,mark comes member,2020-12-06
257,love despite fact winwins episode yuta still got eyes mark,2020-12-06
258,nobody talking jungwoo falling sitting sofa hilarious,2020-12-06
259,live,2020-12-05
260,jongwoo says win win,2020-12-05
261,jaehyun ten love winwin,2020-12-05
264,mark iconic,2020-12-04
265,expected lucas sit center watching everything happen around bright full smile leave without single word,2020-12-04
266,haechan hurting insidee hahahhahahahahahahhahahah,2020-12-04
269,get season 2,2020-12-03
271,winwin honestly gaining much popularity sm still rude got great fanbase fans nct fans lollll,2020-12-03
272,think exist person exists lee donghyuck 2020,2020-12-02
273,yuta complicated situation talk love win win front mark,2020-12-02
274,winwin dosen even require nctzens love whole nct lol,2020-12-01
275,miss program huhuhu,2020-12-01
276,watched episodes need please make comes true,2020-11-30
278,sun moon love much,2020-11-30
279,omg love triangle imagine winwin waiting yuta home holding banner welcome home cheater,2020-11-30
285,winwin fanboys funny,2020-11-29
286,like love triangle mark winwin nd yuta,2020-11-28
287,im feel sorry haechan poor haechan mark notice please hahah,2020-11-28
288,episode wherein taeil fighting love winwin yuta hahahaha,2020-11-28
289,lord thank giving yuta longer screen time,2020-11-28
291,jising part see,2020-11-27
292,acknowledge markhyuck tho haechan fall love renjun taeil lmao,2020-11-27
293,want see sun moon,2020-11-27
294,1 31 faces tho hahahahah haechan really neo,2020-11-26
295,put members winwin,2020-11-26
296,7 56 could hear girl saying hi,2020-11-26
300,need sun moon,2020-11-25
302,yuwin perfect,2020-11-24
303,think 22 members join episode members winwin lover group lol,2020-11-24
304,yuwin existed taeil hyuck going end ship whole career,2020-11-24
307,haechan gaseyo,2020-11-23
309,last episode best get fav member 3 specially winwin,2020-11-23
312,jungwoo winwin cute like since nct 127,2020-11-22
313,member loving winwin premium way fanclub six person mean total 23 rest set shooting big enough,2020-11-22
314,0 56 actual footage us falling winwin,2020-11-22
315,0 48 caption says winwin lovers enter 0 53 appears yuta hugging mark really proves yuta lover boyㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2020-11-22
316,okay talk luwoo reunion look happy together,2020-11-22
317,actually winwin lover group members rest nct,2020-11-22
318,want,2020-11-22
320,winwin fan club cute,2020-11-21
321,yet guys claim like girls play hard get think proves otherwise,2020-11-21
322,yumark definitely something missing yuwin markhyuk hours,2020-11-21
324,yuwin forever,2020-11-21
325,2020 best content nct,2020-11-20
327,haechan think exist person winwin exists facts right,2020-11-20
329,2 09 mark face looking yuta hahahahahha,2020-11-19
330,wanna part fanclub huhuhu winiwiniieee,2020-11-19
331,live without sun moon,2020-11-19
332,comment sections gold,2020-11-19
333,haechan sun idea uwu line aegyo line jaemin jungwoo haechan mom line taeyong kun jaemin crackhead line lucas ten haechan savage line chenle yuta haechan divorced couple dotae taeyong doyoung lovey dovey couple jaemin jeno yuta winwin yuta mark,2020-11-19
335,please need sun moon please,2020-11-19
336,fact mark knows position rebound,2020-11-18
337,seriously love yuta winwin,2020-11-18
338,watching coz,2020-11-18
340,need yuwin,2020-11-17
341,remember winwin might bias definitely bias bias,2020-11-17
343,everyone loves dong si cheng fact written books skfhj mean hearts,2020-11-17
347,wth jungwoo xd,2020-11-16
349,im mad jaehyun,2020-11-16
350,proud taeil haechan 10 episodes one day night,2020-11-15
352,taeil probaly aim break ship yuta winwin hahaha,2020-11-15
353,end taeil cue card head cute,2020-11-15
354,yall go mama vote king,2020-11-15
355,0 57 get enough haechan laugh ŏ_ŏ,2020-11-14
356,winwin fanclub 2018 yuta taeil winwin fanclub 2020 ten taeil,2020-11-14
357,im using face mask right tt keep laughing,2020-11-14
358,0 24 love see mark jungwoo n lucas stand together myb planning chaos want show,2020-11-14
359,first time watch dont even know names except lucas mark im back finally memorized 23 members nct watching today hilarious first time watching cant even breathe properly bcs laughing esp introduced winwin lovers,2020-11-13
360,0 56 jungwoo slapstick comedy expert haechan cute giggle live,2020-11-13
362,anyone better translation winwin says 05 46 got really make sense,2020-11-12
364,waiting sun moon comeback,2020-11-12
365,yuta mark winwin lucas,2020-11-12
366,winwin loved members happy,2020-11-11
367,legends say make clarification feelings towards winwin nct go haechan,2020-11-11
368,feel like sun moon series haechan taeil exposing members,2020-11-11
369,please dont cut sun moon,2020-11-11
370,one gonna talk cute taeil series,2020-11-11
371,lol lucas,2020-11-11
372,still cant move episode,2020-11-11
373,yuta taeil winwin roommates two years epic love triangle glad yuta taeil survived roommates though,2020-11-10
375,mark regular guest lmao,2020-11-10
376,thing wrong episode sun moon kun ten jaehyun,2020-11-10
378,know still sad winwin part nct 127 anymore debut group awkward spent two half years sm took us least know happy wayv hate people trying compare 127 wayv happy groups fact always little 127 winwin heart hope boys confident time uh okay nostalgic,2020-11-09
379,mark regular guest sun moon,2020-11-09
382,0 39 yuwin see billie elish,2020-11-09
386,blessed see episode,2020-11-09
388,favorite thing ever,2020-11-08
389,please make segment sun moon,2020-11-08
390,lowkey missing sun moon,2020-11-08
391,let give wayv win show champion turn back time kindly str3am wayv turn back time l ep 359 10th vi3ws 70 criteria,2020-11-08
393,wrong jungwoo seriously,2020-11-08
394,keep coming back video fineeeeee mark looks especially staring yuta smiling damn son meant yuta,2020-11-08
395,think haechan good mc,2020-11-08
396,love itttt,2020-11-07
398,taeil savage stating facts,2020-11-07
399,excuse gonna cry win win face happiness finally ones sharing thousands moments even excited wayv really missed members nct127 seeing together brings joy makes day,2020-11-07
401,think exist person exist haechan realized sense purpose,2020-11-07
405,ten group since also love winwin hahahaha like everyone,2020-11-07
406,lovely boy,2020-11-06
407,idk everyone ships love one yuwin literally missing together legit watched nct like kdrama winwin like female lead yuta male lead taeil male 2 mark female 2 yuwin broke coz long distance relationship yuta decided move mark winwin back together,2020-11-06
409,haechan speaks mark laughs,2020-11-06
410,miss show,2020-11-06
411,winwin bare minimum everyone else say win say win,2020-11-05
413,0 57 hyuck laugh,2020-11-05
414,let heart melt yuwin relationship two foreigners start took care watched grow esp yuta win,2020-11-05
417,virtually hugging winwin oh god love,2020-11-04
418,thank sun moon waiting sun moon season 2,2020-11-04
421,finally winwin missed ilysm winwin yuwin,2020-11-04
422,miss show,2020-11-04
423,noones talking taeil love pure survived long distance one sided pure love,2020-11-04
424,ahh winwin biggest simps,2020-11-04
426,jaehyun join group,2020-11-04
427,nothing real members admitting fans 1 shipper mark bringe yuwin,2020-11-04
428,way haechan ask yuta mark lucas leave,2020-11-03
429,everyone winwin meanwhile jaehyun need sat since winwin would back,2020-11-03
432,awww taeil new bias,2020-11-03
434,look lucas look winwin loving eyes want say luwin superior ship periodt,2020-11-03
435,also member winwin lover group lucky winwin lover group daepyo nakamoto yuta group president love group,2020-11-02
436,mark look like cheated wife oh god lol,2020-11-02
438,way yuta loves winwin feels cute way yuta loves mark real love lee donghyuck 2020 meanwhile yuta pretended calm laughed panic,2020-11-02
441,love whipped nct winwin winwin getting love deserves,2020-11-01
442,really last episode sun moon,2020-11-01
445,replay video almost 10 times already love see winwin lovers group,2020-11-01
447,one ships yuwin yumark tho like miss yuwin much id anything get ship sail even cried whole day lmfaoooooooo,2020-11-01
450,sun moon friendship love,2020-10-31
453,yepp love bbwinwin,2020-10-31
454,ahahahhahah right right winwin fans club,2020-10-31
457,heechan say win say win win win thats word reminds exo exo say ex say exo,2020-10-31
458,still believe last eps sun moon,2020-10-31
459,mark everywhere,2020-10-31
461,need episodes sun moon,2020-10-31
465,2 09 notice mark smiles yuta talks missing win like knows something idk love yuwin,2020-10-30
466,wk new vid frm sun moon,2020-10-30
467,sun moon future pls,2020-10-30
468,starting cute hehehhehe,2020-10-30
475,haechan stupid disgusting spoils show even want watch,2020-10-30
477,everyone literally crying,2020-10-30
478,video called winwin periodt,2020-10-29
481,fav sun moon episode much tea unraveled,2020-10-29
484,side profile everything also trouble maker group innocent winwin,2020-10-29
485,na haechan needs host party lit,2020-10-29
490,yo sun moon feeding us contents wanna see anyone nct best boyz,2020-10-29
491,tenwin top ship right used yuwin,2020-10-29
492,6 50 sooooo long since seen,2020-10-29
494,way video proof members stan twt knows cooking,2020-10-29
495,saw new sight jungwoo feel uneasy,2020-10-29
499,5 02 win win uwu,2020-10-29
504,happy birthday yuta win win,2020-10-29
508,know chenle jealous mark,2020-10-29
511,winwin fans,2020-10-29
515,agree heachan said yuta love mark,2020-10-29
516,done n pause 0 57 bc jungwoo caused choke ice cream baby,2020-10-29
517,feel winwin uncomfortable teail taeil really love really sad,2020-10-29
518,let real 4 winwin fanclub reps camera fit 22 members,2020-10-29
519,soooo happy see everyone around winwin qaqqqq,2020-10-28
520,yuwin episode,2020-10-28
521,2 31 moon taeil getting rid competitor,2020-10-28
522,even sun moon mark precision mds appears almost eps adored really,2020-10-28
523,everybody loves winwin,2020-10-28
524,please mark lover group tooo,2020-10-28
525,winwins probably like nothing ever changed tragic,2020-10-28
527,yuta brave interview 2 wives,2020-10-28
530,jungwoo aahhh handsome cute body manly talented makes forget nctzen,2020-10-28
531,nct members whipped winwin,2020-10-28
532,even winwin self fandom nct,2020-10-28
533,winwin club,2020-10-28
535,woaa im speechless,2020-10-28
536,honestly stan nct winwin fanclub 3,2020-10-28
540,last ep,2020-10-28
541,excuse earth jungwoo look insanely good like always looks extra extra extra good like,2020-10-28
542,jungwin win omg two soft bias,2020-10-28
543,taeil spilling tea know going czennies mind prolly even read fanfics imagine yuta reading rated ff winwin mark lol,2020-10-28
544,winwin cares get,2020-10-27
545,sun moon make happy,2020-10-27
547,winwin episode,2020-10-27
548,said things say like yuta winwin broke apart wonder whats secret acc,2020-10-27
549,haechan mark really love winwin mark yes love,2020-10-27
550,fake subtitles hahahaaa,2020-10-27
551,winwin get confidant since wayv love see like,2020-10-27
552,gosh nct really knows whats going huh hahahahha cant man funneh,2020-10-27
556,finally dream come true winwin jungwoo one frame aaaa bias,2020-10-27
557,giggling normally taeil winwin hug burst laughing loud xd winwin cat yes,2020-10-27
558,much spilled tea video love,2020-10-27
559,yuwin harts cant handle,2020-10-27
560,world loves winwin period,2020-10-27
561,jungwoo looks like greek sculpture greek person okay,2020-10-27
565,almost forgot made poll winwin ships expected yuwin lmao,2020-10-27
566,omg love progrm much cant laugh,2020-10-27
567,winwin lovers,2020-10-27
570,fan service sending meeemsjdjskdkkss im wheezing pls yall make nct shit,2020-10-27
571,never seen group push ships hard life wild,2020-10-27
572,love winwin love boyfriend wkwk,2020-10-27
574,haechan seems part winwin lover club,2020-10-27
576,couples together,2020-10-27
578,yuta mean winwin became man insert debby ryan smirk,2020-10-27
579,happy two bias nct series together go happy also best episode ever winwin fanclub assemble,2020-10-27
580,winwin shocked six people love nctzens joke,2020-10-26
581,jw wrong ww sorry,2020-10-26
582,love know ships acknowledging makes ship sail even faster,2020-10-26
583,run hyuck bitter saw face right said real love omg gonna die,2020-10-26
584,please create content nct 2020 live together,2020-10-26
585,nct simps win win,2020-10-26
587,goof balls makes shake head every single time smh,2020-10-26
589,anyways mark boyfriend privileges come sun moon lot times since hyuck mans,2020-10-26
592,someone make jungwoo calm kid chaotic,2020-10-26
594,way yuta hugs mark plastering every inch onto adorable hilarious,2020-10-26
595,smell another video nct whipped culture,2020-10-26
596,love jungwoo special place heart,2020-10-26
601,gosh missed winwin much,2020-10-26
602,last episode,2020-10-26
603,cute sun moon hosted big sleepover 23 would chaotic fun,2020-10-26
604,0 53 yuta thought winwin u hug mark layk dat,2020-10-26
605,bengek,2020-10-26
606,alternately titled everyone simping winwin eight minutes,2020-10-26
608,never thought id see yuwin omfg,2020-10-26
612,_i know funnier fact potentially winwin lovers fact cannot count many ships video_,2020-10-26
613,3 43 planning loving winwin much continuing future asked mc relationship like answered billie eilish think winwin um fine answered loved one lies 1lies 11 screamed mc jealousy,2020-10-26
617,honestly feels like couples coworker therapy jungwoo lucas emotional support friends take wrong way love nct guys awkward fan service vibes rolling like taeyong dances feels awkward,2020-10-26
619,0 56 lmao replay many times laughed hard,2020-10-25
620,purposely use orange bean bag chair uncomfortable everyone looks awkward sitting getting,2020-10-25
621,whole nation would invited winwin lover group,2020-10-25
623,unbelievable free,2020-10-25
625,really disappointing see many people disregard winwin bonds members video centered around winwin favor catering ship please go video ship wanted see comment least polite,2020-10-25
627,oh believe really fun watch wish episodes like sun moon,2020-10-25
628,hei samsung make mark lee ambasador samsung honest ambasador use samsung time,2020-10-25
630,okay watch jungwoo lucas back luwoo think,2020-10-25
631,aka nct simping winwin 8 minutes 21 seconds straight,2020-10-25
632,winwin getting deserves love world,2020-10-25
633,dont understand lol,2020-10-25
634,feel like watching bl drama yuta winwin obviously main lead,2020-10-25
635,haechan yuta planning loving winwin much future honestly kind question im sobbing,2020-10-25
636,yuta winwin one team,2020-10-25
640,live dong sicheng supremacy,2020-10-25
641,basically simps winwin group,2020-10-25
645,moment coz sun moon taeil bias wrecking,2020-10-25
647,3 34 anyone notice lucas eyes,2020-10-25
648,kind content love like bringing winwin fanclub love video something never forget long nctzen means forever,2020-10-25
649,please drop another episode sun moon today miss,2020-10-25
651,thought nctzens realised yuta fell love mark forget winwin members knewwwww,2020-10-25
652,2 09 markeu face sjsjsjjsj,2020-10-25
654,episode full winwin fanboys love,2020-10-25
655,winwin breaths omg heart,2020-10-25
656,think sun moon really like mark hahaha,2020-10-25
658,winwin korean improved lot soo cute,2020-10-25
659,sungchan join fanclub,2020-10-25
660,wow watch,2020-10-25
661,basically mark permanent guest hahahhaahha anyways im happpy tooo seeee themmm alll together winwinnn,2020-10-25
662,last episode qwq,2020-10-25
663,0 57 haechan laugh cute,2020-10-25
665,feel yuta love even away shoot,2020-10-25
666,haechan really feel love mind immediately cues yuts putting arms winwin shoulders,2020-10-25
667,haechan laugh jungwoo fell backwards,2020-10-25
669,one gonna talk yuta holds arm winwin body sobbing yuwin nations boys back screen together two years time cry,2020-10-25
673,haechan winwin biggest fans ten joke,2020-10-25
675,want take opportunity thank yuta acknowledging winwin grown still see friendship remain strong people change bad thing like people seem put hope fans would stop putting words mouths also people stop arguing sake defending forgetting also friendships relationships need broadcast,2020-10-25
676,yuwin ship yes thats comment truth,2020-10-24
677,wait win win admits jungwoo make jungwoo heather men falling win wins feet eyes jungwoo love power man,2020-10-24
678,pls dont tell last episode noooooooo,2020-10-24
680,winwin fanclub nct,2020-10-24
683,1 25 suddenly remembered time winwin went bungee jumping wayv think scared time,2020-10-24
684,crying got yuwin back,2020-10-24
685,lies theyre made best duo,2020-10-24
689,whole nct simping winwin,2020-10-24
690,winwin tolong balas cinta taeil,2020-10-24
694,aw feels bit awkward 2 26,2020-10-24
695,talking gonna exposed legit comment section nct vid come realization johnny mark literally anyone nct must reading comments,2020-10-24
696,want episodes sun moon,2020-10-24
697,wn quien ama winwin,2020-10-24
699,jungwoo much excited,2020-10-24
700,moment winwin joined wayv mark snatched yuta,2020-10-24
701,love winwin hahahahaahaa,2020-10-24
703,yuta cheated boy 2 years mark note thank taeil keep loving winwin long distance relationship,2020-10-24
705,6 50 remind old memories,2020-10-24
706,ahhh wanna see winwin 127 always belongs 127,2020-10-24
707,2 36 exactly speak taei l cheating win mark,2020-10-24
708,might cry right,2020-10-24
709,yuwin shippers waited 2 years today day,2020-10-24
710,fun fact nct wanted join episode enough space,2020-10-24
713,thankyou sun moon nct miss much,2020-10-24
714,glad yuta mark winwin making relationship work gotta stay together kids lol,2020-10-24
715,cute lmao,2020-10-24
716,favorit show,2020-10-24
719,content waiting,2020-10-24
721,sm set yuta mark couple stop people asking winwin eventually worked yuta got comfortable mark also cute,2020-10-24
722,mark 4th lucas 3rd jungwoo 2nd mark still holding title loved guest sun moon,2020-10-24
723,probably best sun moon far literally said everything thinking,2020-10-24
724,remembers winwin yuta used couple changed mark yuta,2020-10-24
727,yu win back sighs,2020-10-24
728,main question whether yuta loves winwin mark,2020-10-24
729,makes wanna watching regular mv version line distribution justice,2020-10-24
731,stfu still cant get fact winwin older jungwoo,2020-10-24
732,deserve love winwin,2020-10-24
737,way haechan created whole episode wash hands ships say taemin king single,2020-10-24
739,first ever bias dong sicheng,2020-10-24
742,wait one gonna mention eomma taeyong always spoiled kid back basically beside winwin almost time ya forget lol aside jaehyun winwin always goes uwu soft leader yo czennie fam taewin shippers,2020-10-24
743,sorry started dying immediately jungwoo chair cushion thing flipped back lmaooo,2020-10-24
744,soo cutee jungwoo si gotta nosebleed,2020-10-24
745,yuta hair remind billie eilish hahaha,2020-10-24
746,jungwoo _ anime voice _ winwiiiin,2020-10-24
747,freakin cute manly time thats lot people love,2020-10-24
752,episodes always feel ilke 2 minutes long need,2020-10-24
755,whipped,2020-10-24
760,waiting mark lucas live broadcast together,2020-10-23
761,comeback,2020-10-23
762,poor hyuck men keep leaving winwin,2020-10-23
763,0 28 stop yuta looks protective winwin look eyes im,2020-10-23
764,haechan spilled whole tea exactly bias yall,2020-10-23
765,even winwin bias special place heart,2020-10-23
766,need nct tom jerry aka dotae chenji,2020-10-23
768,hope u saison 2 mext album,2020-10-23
769,ah miss sun moon alrdy,2020-10-23
771,01 40 right people haechan said exist winwin exists without winwin nobody stan winwin,2020-10-23
772,haechan taeil thank hardwork mc ing hard make fun episodes,2020-10-23
774,could say sicheng nct win win situation everyone involved yes,2020-10-23
775,subs confusing winwin say got jungwoo jungwoo got,2020-10-23
776,haechan winwin someone see anywhere else universe meanwhile winwin winformation galaxy,2020-10-23
777,6 51 person help taeil ass lol,2020-10-23
778,look surprised others hearing winwin words 3 30 think ww open often surprised hear honest intimate thoughts like,2020-10-23
779,im taeil want man doesnt want,2020-10-23
780,winwin fan club episode,2020-10-23
781,winwin love u way u u r genuine angel,2020-10-23
782,yuta happy birthday,2020-10-23
783,love winwin describes relationship taeil cat owner exactly like like cat also loving development nothing wrong guy used affection also like builds confidence seems like fans forget first debuted nct newish sm also came china adding pressure fans knew guy spoke little korean first nct life appeared teaser without mv addition relatively younger sides like yuta introduced rookies spoke korean relatively fluently older side winwin navigate debuted often showered attention members probably still getting used centre attention ofc dynamics b w winwin wayv 127 u tends different wayv shares commonalities members foreigners korea sharing language majority also middle age wise trying overanalyse relationship members show bit background without saying closer specific group bcs would know whether returned 127 think important winwin get say,2020-10-23
784,remember word say ex say exo,2020-10-23
785,want laugh close sleeping mother hold back laughing,2020-10-23
786,way haechan explained yuwin yumark relationship damn point,2020-10-23
790,waaahhh ep crazy,2020-10-23
791,yuta honey winwin lover group mark one,2020-10-23
792,whole nct whipped winwin,2020-10-23
793,love dong sicheng,2020-10-23
794,short yuta loves winwin cute brotherly love yuta loves mark true love,2020-10-23
796,sound like fanfic hear yuta founded winwin fan club afterwards fell love one members mark winwin came back life take seriously,2020-10-23
797,feel sorry winwin sm make tool man cp,2020-10-23
805,taeil soooo cute,2020-10-23
806,bit tension winwin jungwoo like feel like awkward atmosphere feels weird idk assuming anything giving pov felt,2020-10-23
807,one saw taeil ass hugged win win right,2020-10-23
810,please everyone talking lucas lucas winwin close even roommates wayv dorms kun ten changed roommates lucas winwin still stay together following wayv must know take care luwin bffs,2020-10-23
812,really looking forward winwin haha finally,2020-10-23
813,yuwin omfg im crying,2020-10-23
814,finally seeing yuwin together,2020-10-23
815,winwin cute number 1 heart love,2020-10-23
816,said fullsun,2020-10-23
817,jaehyun,2020-10-23
818,yuta said winwin grown make yuta play winwin like past,2020-10-23
819,winwin world living,2020-10-23
821,never mind nct daily would make whole session winwin fanboys ahahahahaha,2020-10-23
822,yuwin luwoo markhyuck taeil,2020-10-23
823,wheezing whole interview hahahaha,2020-10-23
824,haechan comes winwin lover group yuta hugs mark,2020-10-23
825,winwins korean gotten much better,2020-10-23
826,everyone love winwin,2020-10-23
827,doesnt love,2020-10-23
828,miss yuta mark pleaseeeeee tt cant get back pleaseee oml also love winwin dk sksks,2020-10-23
